Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd Packet Length Max,Fwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min
77,172.22.66.10,57117,224.0.0.252,5355,UDP,2024-05-31 12:00:39.444230,0 days 00:00:00.409562,2,0,132,0.0,66.0,0.0,66,66,,,,,322.2955254637882,4.883265537330123,0 days 00:00:00.409562,0 days 00:00:00,0 days 00:00:00.409562,0 days 00:00:00.409562,0 days 00:00:00.409562,0 days 00:00:00.409562,0 days 00:00:00,0 days 00:00:00.409562,0 days 00:00:00.409562,,,,,
78,172.22.66.10,60017,224.0.0.252,5355,UDP,2024-05-31 12:00:39.444235,0 days 00:00:00.409569,2,0,132,0.0,66.0,0.0,66,66,,,,,322.29001706672136,4.883182076768505,0 days 00:00:00.409569,0 days 00:00:00,0 days 00:00:00.409569,0 days 00:00:00.409569,0 days 00:00:00.409569,0 days 00:00:00.409569,0 days 00:00:00,0 days 00:00:00.409569,0 days 00:00:00.409569,,,,,
79,172.22.66.10,59686,224.0.0.252,5355,UDP,2024-05-31 12:00:39.444404,0 days 00:00:00.409396,2,0,132,0.0,66.0,0.0,66,66,,,,,322.4262083654946,4.885245581295372,0 days 00:00:00.409396,0 days 00:00:00,0 days 00:00:00.409396,0 days 00:00:00.409396,0 days 00:00:00.409396,0 days 00:00:00.409396,0 days 00:00:00,0 days 00:00:00.409396,0 days 00:00:00.409396,,,,,
80,172.22.66.10,65223,224.0.0.252,5355,UDP,2024-05-31 12:00:39.444415,0 days 00:00:00.409393,2,0,132,0.0,66.0,0.0,66,66,,,,,322.42857107962277,4.885281379994284,0 days 00:00:00.409393,0 days 00:00:00,0 days 00:00:00.409393,0 days 00:00:00.409393,0 days 00:00:00.409393,0 days 00:00:00.409393,0 days 00:00:00,0 days 00:00:00.409393,0 days 00:00:00.409393,,,,,
81,172.22.66.10,49813,224.0.0.252,5355,UDP,2024-05-31 12:00:39.444709,0 days 00:00:00.410164,2,0,132,0.0,66.0,0.0,66,66,,,,,321.82249051598876,4.876098341151344,0 days 00:00:00.410164,0 days 00:00:00,0 days 00:00:00.410164,0 days 00:00:00.410164,0 days 00:00:00.410164,0 days 00:00:00.410164,0 days 00:00:00,0 days 00:00:00.410164,0 days 00:00:00.410164,,,,,
82,172.22.66.10,58445,224.0.0.252,5355,UDP,2024-05-31 12:00:39.444722,0 days 00:00:00.410148,2,0,132,0.0,66.0,0.0,66,66,,,,,321.8350449106176,4.876288559251782,0 days 00:00:00.410148,0 days 00:00:00,0 days 00:00:00.410148,0 days 00:00:00.410148,0 days 00:00:00.410148,0 days 00:00:00.410148,0 days 00:00:00,0 days 00:00:00.410148,0 days 00:00:00.410148,,,,,
83,172.22.66.10,49481,224.0.0.252,5355,UDP,2024-05-31 12:00:39.445220,0 days 00:00:00.409637,2,0,130,0.0,65.0,0.0,65,65,,,,,317.3541452554335,4.882371465468207,0 days 00:00:00.409637,0 days 00:00:00,0 days 00:00:00.409637,0 days 00:00:00.409637,0 days 00:00:00.409637,0 days 00:00:00.409637,0 days 00:00:00,0 days 00:00:00.409637,0 days 00:00:00.409637,,,,,
84,0.0.0.0,68,255.255.255.255,67,UDP,2024-05-31 12:00:40.001851,0 days 00:00:00,1,0,331,0.0,331.0,0.0,331,331,,,,,,,,,,,,,,,,,,,,
85,172.22.66.10,50294,172.22.66.23,102,TCP,2024-05-31 12:00:40.211784,0 days 00:00:00.010888,10,9,700,631.0,70.0,12.00833044182246,93,60,70.11111111111111,11.713661961283067,87.0,60.0,122244.67303453344,1745.0404114621601,0 days 00:00:00.000604,0 days 00:00:00.001097,0 days 00:00:00.004794,0 days 00:00:00.000003,0 days 00:00:00.009898,0 days 00:00:00.001099,0 days 00:00:00.001498,0 days 00:00:00.004804,0 days 00:00:00.000003,0 days 00:00:00.010639,0 days 00:00:00.001329,0 days 00:00:00.001353,0 days 00:00:00.004805,0 days 00:00:00.000011
86,172.22.66.21,102,172.22.66.10,56956,TCP,2024-05-31 12:00:40.223783,0 days 00:00:00.269573,2,2,120,120.0,60.0,0.0,60,60,60.0,0.0,60.0,60.0,890.2968769127472,14.83828128187912,0 days 00:00:00.089857,0 days 00:00:00.126336,0 days 00:00:00.268524,0 days 00:00:00.000208,0 days 00:00:00.269573,0 days 00:00:00.269573,0 days 00:00:00,0 days 00:00:00.269573,0 days 00:00:00.269573,0 days 00:00:00.268524,0 days 00:00:00.268524,0 days 00:00:00,0 days 00:00:00.268524,0 days 00:00:00.268524
87,172.22.66.10,51912,224.0.0.252,5355,UDP,2024-05-31 12:00:41.858777,0 days 00:00:00.409574,2,0,132,0.0,66.0,0.0,66,66,,,,,322.28608261266584,4.88312246382827,0 days 00:00:00.409574,0 days 00:00:00,0 days 00:00:00.409574,0 days 00:00:00.409574,0 days 00:00:00.409574,0 days 00:00:00.409574,0 days 00:00:00,0 days 00:00:00.409574,0 days 00:00:00.409574,,,,,
88,172.22.66.10,50214,224.0.0.252,5355,UDP,2024-05-31 12:00:41.858966,0 days 00:00:00.409392,2,0,132,0.0,66.0,0.0,66,66,,,,,322.4293586586939,4.885293313010513,0 days 00:00:00.409392,0 days 00:00:00,0 days 00:00:00.409392,0 days 00:00:00.409392,0 days 00:00:00.409392,0 days 00:00:00.409392,0 days 00:00:00,0 days 00:00:00.409392,0 days 00:00:00.409392,,,,,
89,172.22.66.10,60445,224.0.0.252,5355,UDP,2024-05-31 12:00:41.858979,0 days 00:00:00.409356,2,0,132,0.0,66.0,0.0,66,66,,,,,322.45771406795063,4.885722940423494,0 days 00:00:00.409356,0 days 00:00:00,0 days 00:00:00.409356,0 days 00:00:00.409356,0 days 00:00:00.409356,0 days 00:00:00.409356,0 days 00:00:00,0 days 00:00:00.409356,0 days 00:00:00.409356,,,,,
90,172.22.66.10,50295,224.0.0.252,5355,UDP,2024-05-31 12:00:41.858983,0 days 00:00:00.409378,2,0,132,0.0,66.0,0.0,66,66,,,,,322.44038516969647,4.885460381359037,0 days 00:00:00.409378,0 days 00:00:00,0 days 00:00:00.409378,0 days 00:00:00.409378,0 days 00:00:00.409378,0 days 00:00:00.409378,0 days 00:00:00,0 days 00:00:00.409378,0 days 00:00:00.409378,,,,,
91,172.22.66.10,51854,224.0.0.252,5355,UDP,2024-05-31 12:00:41.858987,0 days 00:00:00.409367,2,0,132,0.0,66.0,0.0,66,66,,,,,322.4490493860033,4.885591657363686,0 days 00:00:00.409367,0 days 00:00:00,0 days 00:00:00.409367,0 days 00:00:00.409367,0 days 00:00:00.409367,0 days 00:00:00.409367,0 days 00:00:00,0 days 00:00:00.409367,0 days 00:00:00.409367,,,,,
92,172.22.66.10,51953,224.0.0.252,5355,UDP,2024-05-31 12:00:41.858990,0 days 00:00:00.409375,2,0,132,0.0,66.0,0.0,66,66,,,,,322.44274809160305,4.885496183206107,0 days 00:00:00.409375,0 days 00:00:00,0 days 00:00:00.409375,0 days 00:00:00.409375,0 days 00:00:00.409375,0 days 00:00:00.409375,0 days 00:00:00,0 days 00:00:00.409375,0 days 00:00:00.409375,,,,,
93,172.22.66.10,57916,224.0.0.252,5355,UDP,2024-05-31 12:00:41.859243,0 days 00:00:00.410075,2,0,130,0.0,65.0,0.0,65,65,,,,,317.01518014997254,4.8771566176918855,0 days 00:00:00.410075,0 days 00:00:00,0 days 00:00:00.410075,0 days 00:00:00.410075,0 days 00:00:00.410075,0 days 00:00:00.410075,0 days 00:00:00,0 days 00:00:00.410075,0 days 00:00:00.410075,,,,,
94,172.22.66.10,50238,224.0.0.252,5355,UDP,2024-05-31 12:00:41.859257,0 days 00:00:00.410065,2,0,132,0.0,66.0,0.0,66,66,,,,,321.9001865557899,4.877275553875605,0 days 00:00:00.410065,0 days 00:00:00,0 days 00:00:00.410065,0 days 00:00:00.410065,0 days 00:00:00.410065,0 days 00:00:00.410065,0 days 00:00:00,0 days 00:00:00.410065,0 days 00:00:00.410065,,,,,
95,172.22.66.10,53415,224.0.0.252,5355,UDP,2024-05-31 12:00:41.859476,0 days 00:00:00.409856,2,0,132,0.0,66.0,0.0,66,66,,,,,322.06433479075577,4.8797626483447845,0 days 00:00:00.409856,0 days 00:00:00,0 days 00:00:00.409856,0 days 00:00:00.409856,0 days 00:00:00.409856,0 days 00:00:00.409856,0 days 00:00:00,0 days 00:00:00.409856,0 days 00:00:00.409856,,,,,
96,172.22.66.10,55423,224.0.0.252,5355,UDP,2024-05-31 12:00:41.859481,0 days 00:00:00.409844,2,0,132,0.0,66.0,0.0,66,66,,,,,322.07376465191635,4.879905525029035,0 days 00:00:00.409844,0 days 00:00:00,0 days 00:00:00.409844,0 days 00:00:00.409844,0 days 00:00:00.409844,0 days 00:00:00.409844,0 days 00:00:00,0 days 00:00:00.409844,0 days 00:00:00.409844,,,,,
97,172.22.66.10,53899,224.0.0.252,5355,UDP,2024-05-31 12:00:41.859692,0 days 00:00:00.409636,2,0,132,0.0,66.0,0.0,66,66,,,,,322.2373033620092,4.882383384272867,0 days 00:00:00.409636,0 days 00:00:00,0 days 00:00:00.409636,0 days 00:00:00.409636,0 days 00:00:00.409636,0 days 00:00:00.409636,0 days 00:00:00,0 days 00:00:00.409636,0 days 00:00:00.409636,,,,,
98,172.22.66.10,65003,224.0.0.252,5355,UDP,2024-05-31 12:00:41.859936,0 days 00:00:00.409369,2,0,132,0.0,66.0,0.0,66,66,,,,,322.44747403931416,4.885567788474457,0 days 00:00:00.409369,0 days 00:00:00,0 days 00:00:00.409369,0 days 00:00:00.409369,0 days 00:00:00.409369,0 days 00:00:00.409369,0 days 00:00:00,0 days 00:00:00.409369,0 days 00:00:00.409369,,,,,
99,172.22.66.10,62687,224.0.0.252,5355,UDP,2024-05-31 12:00:48.438936,0 days 00:00:00.409998,2,0,130,0.0,65.0,0.0,65,65,,,,,317.07471743764603,4.8780725759637855,0 days 00:00:00.409998,0 days 00:00:00,0 days 00:00:00.409998,0 days 00:00:00.409998,0 days 00:00:00.409998,0 days 00:00:00.409998,0 days 00:00:00,0 days 00:00:00.409998,0 days 00:00:00.409998,,,,,
100,172.22.66.10,50028,224.0.0.252,5355,UDP,2024-05-31 12:00:48.443381,0 days 00:00:00.410366,2,0,132,0.0,66.0,0.0,66,66,,,,,321.66407548383637,4.87369811339146,0 days 00:00:00.410366,0 days 00:00:00,0 days 00:00:00.410366,0 days 00:00:00.410366,0 days 00:00:00.410366,0 days 00:00:00.410366,0 days 00:00:00,0 days 00:00:00.410366,0 days 00:00:00.410366,,,,,
101,172.22.66.10,63188,224.0.0.252,5355,UDP,2024-05-31 12:00:48.444511,0 days 00:00:00.410224,2,0,132,0.0,66.0,0.0,66,66,,,,,321.7754202582004,4.875385155427279,0 days 00:00:00.410224,0 days 00:00:00,0 days 00:00:00.410224,0 days 00:00:00.410224,0 days 00:00:00.410224,0 days 00:00:00.410224,0 days 00:00:00,0 days 00:00:00.410224,0 days 00:00:00.410224,,,,,
102,172.22.66.10,50645,224.0.0.252,5355,UDP,2024-05-31 12:00:48.445029,0 days 00:00:00.409715,2,0,132,0.0,66.0,0.0,66,66,,,,,322.1751705453791,4.881441977960289,0 days 00:00:00.409715,0 days 00:00:00,0 days 00:00:00.409715,0 days 00:00:00.409715,0 days 00:00:00.409715,0 days 00:00:00.409715,0 days 00:00:00,0 days 00:00:00.409715,0 days 00:00:00.409715,,,,,
103,172.22.66.10,61105,224.0.0.252,5355,UDP,2024-05-31 12:00:48.445033,0 days 00:00:00.409707,2,0,132,0.0,66.0,0.0,66,66,,,,,322.18146138581966,4.88153729372454,0 days 00:00:00.409707,0 days 00:00:00,0 days 00:00:00.409707,0 days 00:00:00.409707,0 days 00:00:00.409707,0 days 00:00:00.409707,0 days 00:00:00,0 days 00:00:00.409707,0 days 00:00:00.409707,,,,,
104,172.22.66.10,60393,224.0.0.252,5355,UDP,2024-05-31 12:00:48.445260,0 days 00:00:00.410521,2,0,132,0.0,66.0,0.0,66,66,,,,,321.54262510322246,4.871857956109431,0 days 00:00:00.410521,0 days 00:00:00,0 days 00:00:00.410521,0 days 00:00:00.410521,0 days 00:00:00.410521,0 days 00:00:00.410521,0 days 00:00:00,0 days 00:00:00.410521,0 days 00:00:00.410521,,,,,
105,172.22.66.10,61174,224.0.0.252,5355,UDP,2024-05-31 12:00:48.446302,0 days 00:00:00.410602,2,0,132,0.0,66.0,0.0,66,66,,,,,321.4791939639846,4.87089687824219,0 days 00:00:00.410602,0 days 00:00:00,0 days 00:00:00.410602,0 days 00:00:00.410602,0 days 00:00:00.410602,0 days 00:00:00.410602,0 days 00:00:00,0 days 00:00:00.410602,0 days 00:00:00.410602,,,,,
106,172.22.66.10,50303,172.22.66.23,102,TCP,2024-05-31 12:00:48.964334,0 days 00:00:00.011413,10,9,700,631.0,70.0,12.00833044182246,93,60,70.11111111111111,11.713661961283067,87.0,60.0,116621.39665293964,1664.768246736178,0 days 00:00:00.000634,0 days 00:00:00.001159,0 days 00:00:00.005225,0 days 00:00:00.000003,0 days 00:00:00.010068,0 days 00:00:00.001118,0 days 00:00:00.001582,0 days 00:00:00.005233,0 days 00:00:00.000003,0 days 00:00:00.011035,0 days 00:00:00.001379,0 days 00:00:00.001467,0 days 00:00:00.005230,0 days 00:00:00.000442
107,172.22.66.10,53830,224.0.0.252,5355,UDP,2024-05-31 12:00:50.606108,0 days 00:00:00.409665,2,0,132,0.0,66.0,0.0,66,66,,,,,322.21449232909816,4.882037762562093,0 days 00:00:00.409665,0 days 00:00:00,0 days 00:00:00.409665,0 days 00:00:00.409665,0 days 00:00:00.409665,0 days 00:00:00.409665,0 days 00:00:00,0 days 00:00:00.409665,0 days 00:00:00.409665,,,,,
108,172.22.66.10,64240,224.0.0.252,5355,UDP,2024-05-31 12:00:50.606114,0 days 00:00:00.409648,2,0,132,0.0,66.0,0.0,66,66,,,,,322.2278639221966,4.882240362457525,0 days 00:00:00.409648,0 days 00:00:00,0 days 00:00:00.409648,0 days 00:00:00.409648,0 days 00:00:00.409648,0 days 00:00:00.409648,0 days 00:00:00,0 days 00:00:00.409648,0 days 00:00:00.409648,,,,,
109,172.22.66.10,64047,224.0.0.252,5355,UDP,2024-05-31 12:00:50.606294,0 days 00:00:00.409472,2,0,132,0.0,66.0,0.0,66,66,,,,,322.3663644889028,4.884338855892467,0 days 00:00:00.409472,0 days 00:00:00,0 days 00:00:00.409472,0 days 00:00:00.409472,0 days 00:00:00.409472,0 days 00:00:00.409472,0 days 00:00:00,0 days 00:00:00.409472,0 days 00:00:00.409472,,,,,
110,172.22.66.10,54440,224.0.0.252,5355,UDP,2024-05-31 12:00:50.606522,0 days 00:00:00.409232,2,0,132,0.0,66.0,0.0,66,66,,,,,322.55542088595223,4.887203346756852,0 days 00:00:00.409232,0 days 00:00:00,0 days 00:00:00.409232,0 days 00:00:00.409232,0 days 00:00:00.409232,0 days 00:00:00.409232,0 days 00:00:00,0 days 00:00:00.409232,0 days 00:00:00.409232,,,,,
111,172.22.66.10,54229,224.0.0.252,5355,UDP,2024-05-31 12:00:50.606537,0 days 00:00:00.409232,2,0,132,0.0,66.0,0.0,66,66,,,,,322.55542088595223,4.887203346756852,0 days 00:00:00.409232,0 days 00:00:00,0 days 00:00:00.409232,0 days 00:00:00.409232,0 days 00:00:00.409232,0 days 00:00:00.409232,0 days 00:00:00,0 days 00:00:00.409232,0 days 00:00:00.409232,,,,,
112,172.22.66.10,52195,224.0.0.252,5355,UDP,2024-05-31 12:00:50.606768,0 days 00:00:00.409960,2,0,132,0.0,66.0,0.0,66,66,,,,,321.98263245194653,4.878524734120402,0 days 00:00:00.409960,0 days 00:00:00,0 days 00:00:00.409960,0 days 00:00:00.409960,0 days 00:00:00.409960,0 days 00:00:00.409960,0 days 00:00:00,0 days 00:00:00.409960,0 days 00:00:00.409960,,,,,
113,172.22.66.10,52731,224.0.0.252,5355,UDP,2024-05-31 12:00:50.607061,0 days 00:00:00.409681,2,0,132,0.0,66.0,0.0,66,66,,,,,322.2019083140297,4.8818470956671165,0 days 00:00:00.409681,0 days 00:00:00,0 days 00:00:00.409681,0 days 00:00:00.409681,0 days 00:00:00.409681,0 days 00:00:00.409681,0 days 00:00:00,0 days 00:00:00.409681,0 days 00:00:00.409681,,,,,
114,172.22.66.10,50569,224.0.0.252,5355,UDP,2024-05-31 12:00:50.607075,0 days 00:00:00.409664,2,0,132,0.0,66.0,0.0,66,66,,,,,322.21527886267774,4.882049679737541,0 days 00:00:00.409664,0 days 00:00:00,0 days 00:00:00.409664,0 days 00:00:00.409664,0 days 00:00:00.409664,0 days 00:00:00.409664,0 days 00:00:00,0 days 00:00:00.409664,0 days 00:00:00.409664,,,,,
115,172.22.66.10,64700,224.0.0.252,5355,UDP,2024-05-31 12:00:50.607079,0 days 00:00:00.409656,2,0,132,0.0,66.0,0.0,66,66,,,,,322.22157126955295,4.882145019235651,0 days 00:00:00.409656,0 days 00:00:00,0 days 00:00:00.409656,0 days 00:00:00.409656,0 days 00:00:00.409656,0 days 00:00:00.409656,0 days 00:00:00,0 days 00:00:00.409656,0 days 00:00:00.409656,,,,,
116,172.22.66.10,59058,224.0.0.252,5355,UDP,2024-05-31 12:00:50.607340,0 days 00:00:00.409392,2,0,132,0.0,66.0,0.0,66,66,,,,,322.4293586586939,4.885293313010513,0 days 00:00:00.409392,0 days 00:00:00,0 days 00:00:00.409392,0 days 00:00:00.409392,0 days 00:00:00.409392,0 days 00:00:00.409392,0 days 00:00:00,0 days 00:00:00.409392,0 days 00:00:00.409392,,,,,
117,172.22.66.10,59751,224.0.0.252,5355,UDP,2024-05-31 12:00:50.607353,0 days 00:00:00.409358,2,0,132,0.0,66.0,0.0,66,66,,,,,322.4561386365968,4.885699070251467,0 days 00:00:00.409358,0 days 00:00:00,0 days 00:00:00.409358,0 days 00:00:00.409358,0 days 00:00:00.409358,0 days 00:00:00.409358,0 days 00:00:00,0 days 00:00:00.409358,0 days 00:00:00.409358,,,,,
118,172.22.66.10,54537,224.0.0.252,5355,UDP,2024-05-31 12:00:50.607750,0 days 00:00:00.409940,2,0,130,0.0,65.0,0.0,65,65,,,,,317.11957847489873,4.878762745767673,0 days 00:00:00.409940,0 days 00:00:00,0 days 00:00:00.409940,0 days 00:00:00.409940,0 days 00:00:00.409940,0 days 00:00:00.409940,0 days 00:00:00,0 days 00:00:00.409940,0 days 00:00:00.409940,,,,,
